index,product,sub_category,brand,sale_price,market_price,type,rating,Quantity,description
2916,"Click Gel - Car Vent Air Freshener Kit, Bright Tangy Delight",Car & Shoe Care,Aer,310.8404,337.87,Car Freshener,3.3,214,"Bright Tangy Delight Orange is a bit complex, it's a fruit and it's a colour too. Orange the fruit is orange in colour, but everything orange in colour may not smell or taste like orange. Don't let this complexity affect you. Just sit back and enjoy this tangy aroma while we deal with these complex oranges. Godrej aer Click Meet the versatile Godrej aer click. A designer car fragrance that's as practical as it's thoughtful, as good-looking as it's fragrant and as long-lasting as it's easy to use. The easy click mechanism of this car freshener is designed to make sure your car is fragrant, whenever you want it to be. Powered by clever gel technology, our air freshener is completely spilling proof, so you don't have to worry about those bumpy roads. The modular design of our car fragrance diffuser enables you to simply replace the gel holder with any of the refill pack, whenever you need to. And what's more - each refill pack lasts up to 60 days. Ensuring savings with every refill! Beautifully designed to sit on you car AC vent, Godrej aer click comes in 6 unique designer fragrances - Musk After Smoke, Rich Irish Cocktail, Fresh Lush Green, Cool Surf Blue, Bright Tangy Delight and Petal Crush Pink. You can choose the one that suits your taste or simply pick one that adorns your car interiors."
2917,Secure XL Cottony Soft 20pcs+ Dry-Max All Night Ultra-Dry XL 14pcs (With Wings),Feminine Hygiene,STAYFREE,292.3875,327.7,Sanitary Napkins,,215,"Extra Large napkin with cottony cover for long-lasting protection for up to 12 hours. It has a cottony soft cover that gives you a soft, comfortable feel. Odour Control System that helps prevent foul odour and keeps you fresh. It has deep channels with raised centre for superior protection.For Beauty tips, tricks & more visitÂ https://abcd.blog/Extra-Large Dry cover ultra napkin with wider back specially designed for all-around nighttime protection. Unique Night Guard 5 feature that helps give all-around night protection. Extra Long & Extra Wide for protection against leakage from all sides. Dry-Max Cover for the best dry feels through the night. Odour Control System with natural plant extracts helps prevent odour for a fresh and confident feeling.For Beauty tips, tricks & more "
2918,Cotton Scarf Mask - Peach Tribal,Health & Medicine,FabAlley,254.25,395.5,Face Masks & Safety Gears,4.1,126,"Facemasks help limit the spread of germs. When someone talks, coughs or sneezes they may release tiny drops into the air that can infect others. If someone is ill, face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids."
2919,Body Deodorant - Aqua Fresh,Fragrances & Deos,Wild Stone,191.1395,224.87,Men's Deodorants,,53,"The ultimate range of irresistible masculine fragrances. Makes Its Happen  For Beauty tips, tricks & more visitÃ‚Â https://abcd.blog/"
2920,Maxx Pet Plastic Premium Container - Pink,Storage & Accessories,Saaj,213.57,292.67,Containers Sets,4.6,12,"These containers are made from high-quality PET material. These products ensure safety, hygiene and quality for you and your family. Do not use hot water to wash these. These storage containers are airtight, BPA Free, freezer-safe and are unbreakable. The high-quality lid is made from virgin plastic material and food-grade masterbatch. These are suitable for storing pickles, dry fruits and cookies. The glass-like transparency helps in spotting things easily and labelling is not required for the food kept inside and trendy design enhance your kitchen decor. You can store wet, dry food, snacks and Namkin in these."
2921,"Plastic Oil/Vinegar Bottle/Cruet - Blue, Bb-608",Storage & Accessories,DP,326.57,439.57,Containers Sets,,107,"Enhance the beauty of your dining table by placing this blue coloured cruet set. The bottles are perfectly sized to make it easy for you to organise the spices. The bottles are made of high quality plastic material, which makes them durable and easy to handle. These bottles come with a stand for convenient and safe rotating. You can fill up these bottles with salt and crushed black pepper. Great for the dining room, kitchen counter, picnic table, or office cafeteria."
2922,Chai/Stoneware Milk/Coffee Mug - Red & Black,Crockery & Cutlery,Parka,224.87,224.87,"Cups, Mugs & Tumblers",3.3,82,
2923,Pan Delight,Dry Fruits,Chandan,56.5,56.5,Mukhwas,3.8,59,"Mint makes the best breath and taste will surely please your tastebuds. Start enjoying clean, fresh breath again. Chandan Mouth Freshener has been manufacturing mouth freshener since 1966 and is happy to share the rich taste of natural with no artificial ingredients."
2924,Wash Sponge - Micro Fiber Chenille,"Mops, Brushes & Scrubs",Liao,236.17,333.35,Toilet & Other Brushes,,60,"Cleaning sponge made by best soft material, fine workmanship, high density dust. Good helper:Scratch-free, lint-free and swirl-free, Highest density microfiber grabs and holds dust, strong detergency and soft tactility. It will not leave any scratch delicate surfaces in your car. Care of your hand: Washing Car sponge with a flexible strap, the use of comfortable and convenient. Great use of space:Washing Car sponge can be wet and dry, dry when the dust can be used when wet to stubborn stains. You can also rub the screen window, bad wipe the table gap, fan, computer host fan, keyboard screen. can save cleaning time,High density fiber, effective suction dust. Widely use:Use indoors and out, wet or dry, dries quickly. Dusting, Car Washing, Window Washing, Home Cleaning,etc. Product can be only returned if it is not used and it is in packed condition."
2925,White Chia Seeds - Premium,"Snacks, Dry Fruits, Nuts",NUTRIWISH,339,339,Roasted Seeds & Nuts,4.7,57,"Nutriwish brings to you Raw White Chia Seeds that are loaded with health benefits and nutrients. It is 100% natural, free from any chemicals or preservatives and best selected. They are slightly subtle and nutty flavoured seeds. It can be eaten raw, soaked in juice, added to porridge, pudding, smoothies or added to baked goods. It can also sprinkle them on top of cereal, yogurt, vegetables or rice dishes."
2926,"Glass Bottle With Removable Fabric Cover - Purple, BB1317",Storage & Accessories,DP,236.17,439.57,Water & Fridge Bottles,,74,"Carry this versatile and modish bottle whenever you go out. The glass body of the bottle is durable and is light in weight. The bottle's sleek design makes it fit anywhere in the backpack. It is ideal for students, travellers and people at the jobs. The wide mouth of the bottle makes it easy filling and prove to be perfect on the go bottle."
2927,Mexicana - 12 Tacoshells,"Snacks, Dry Fruits, Nuts",Cantina Mexicana,220.35,220.35,Nachos & Chips,2.6,179,
2928,Spiruactiv - Spirulina Super Green Multivitamin Capsules,Health & Medicine,SIDDHAYU,446.35,446.35,Ayurveda,,170,"Siddhayu Spiruactiv - From the House of Baidyanath. Siddhayu Spiruactiv Capsules are natural, nutrient-rich composition packed with pure Spirulina, Amla, and Ashwagandha. The herbs used are naturally rich in multivitamins (vitamins A, B6, B12, C, and K), minerals, antioxidants, amino acids, and chlorophyll. The nourishing ingredients combine to make a nutrient-rich superfood that helps to strengthen your immunity. This product also supports enhanced oxygen delivery and optimal oxygen utilization. In other words, not only will your muscles and tissues have more oxygen to use, but they will use it smartly as well.
This incredible product also acts as a nutrient-dense superfood that is often missing in our diet. Our diet requires that minute-quantity of vital nutrients needed for the optimal functioning of the body. This capsule also contains vitamins like - vitamin A, K, B6, B12, and C - and minerals - calcium, iron, phosphorus, iodine, magnesium, and sodium. It also has trace minerals like zinc, selenium, and potassium. Spiruactiv is an Ayurvedic supplement that helps fill-up this nutritional gap in our food. It does not contain any added synthetic vitamins like most of the nutraceutical products."
2929,Baby Feeding Bottle Teat Medium Flow - 2m+,Feeding & Nursing,Chicco,315.27,315.27,Sippers & Bottles,3,29,"It is ideal for babies during the first few months, when their sucking force increases (medium flow). The anti-colic valve is designed to prevent air swallowing, helping to reduce irritability, regurgitation and colic after feeding."
2930,Sandalum,Pooja Needs,Cycle,67.8,67.8,"Agarbatti, Incense Sticks",4.1,79,Cycle Sandalum Agarbatti has long lasting smell clutch the notice of most of the users almost all the moment. Spread the agreeable scent in all the corners of your house by lighting Cycle Sandalum Agarbatti. Quality always has been an essential part while making these incense sticks in all processes during product realization
2931,Pork - Chorizo,Marinades,ALF-FARMS,254.25,254.25,Marinated Meat,,113,"Tasty Goan sausages, relish them in any way you like!"
2932,Disinfectant Toilet Cleaner Pro - Colour Changing Formula - Kills 99.9% germs,All Purpose Cleaners,BB Home,102.83,102.83,Toilet Cleaners,,100,"BB Home Toilet Cleaner with 99.99% germ killer ingredient is the ideal product for your toilet cleaning solution. Packed with industry benchmarked solutions, BB Home Toilet Cleaner works on effectively on both western and Indian style toilet bowl in removing limescale and yellow stains giving your toilet bowl a sparkling look and pleasant odour with each usage."
2933,Silicon Gloves - Assorted Colour,Gardening,BVC,1241.87,1241.87,Gardening Tools,3.3,219,"These reusable, durable, silicon gloves are food-grade silicone environmentally friendly products. The gloves are easy to rinse with water and can also be sterilized in hot water. This product is more durable than rubber gloves and can be used repeatedly for a long time. Silicon gloves are of universal fit. The thick fingertips and full palm coverage design ensures a better grip. These Gloves can be used for kitchen, washing dishes, fruit and vegetable cleaning, cleaning the bathroom, cleaning the bed room, removing wardrobe dust, care for pet hair, and washing the car. The product has a cleaning ability due to the silicone brush installed on it to clean the grind stains."
